message_id,conversation_id,timestamp,direction,sender_type,text
msg_00271,conv_0054,2026-06-05 17:46:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00338,conv_0068,2026-06-05 18:01:00,incoming,client,"Отлично, тогда на связи."
msg_00339,conv_0068,2026-06-05 18:03:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00340,conv_0068,2026-06-05 18:05:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00085,conv_0017,2026-06-05 18:21:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Porsche Macan."
msg_00086,conv_0017,2026-06-05 18:24:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00303,conv_0061,2026-06-05 18:27:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина BMW X5."
msg_00304,conv_0061,2026-06-05 18:30:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00087,conv_0017,2026-06-05 18:41:00,incoming,client,"Отлично, тогда на связи."
msg_00088,conv_0017,2026-06-05 18:43:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00089,conv_0017,2026-06-05 18:45:00,incoming,client,"Понял, спасибо."
msg_00090,conv_0017,2026-06-05 18:47:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00305,conv_0061,2026-06-05 18:47:00,incoming,client,"Хорошо, жду менеджера."
msg_00306,conv_0061,2026-06-05 18:49:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00307,conv_0061,2026-06-05 18:51:00,incoming,client,"Понял, спасибо."
msg_00517,conv_0106,2026-06-06 10:59:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина BMW X5."
msg_00518,conv_0106,2026-06-06 11:02:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00519,conv_0106,2026-06-06 11:19:00,incoming,client,"Отлично, тогда на связи."
msg_00520,conv_0106,2026-06-06 11:21:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00521,conv_0106,2026-06-06 11:23:00,incoming,client,"Хорошо, жду менеджера."
msg_01042,conv_0212,2026-06-06 11:24:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_01043,conv_0212,2026-06-06 11:27:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_01044,conv_0212,2026-06-06 11:44:00,incoming,client,"Отлично, тогда на связи."
msg_01045,conv_0212,2026-06-06 11:46:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00091,conv_0018,2026-06-06 14:54:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Tesla Model 3."
msg_00092,conv_0018,2026-06-06 14:57:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00883,conv_0179,2026-06-06 15:06:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00884,conv_0179,2026-06-06 15:09:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00093,conv_0018,2026-06-06 15:14:00,incoming,client,"Хорошо, жду менеджера."
msg_00094,conv_0018,2026-06-06 15:16:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00095,conv_0018,2026-06-06 15:18:00,incoming,client,"Понял, спасибо."
msg_00885,conv_0179,2026-06-06 15:26:00,incoming,client,"Хорошо, жду менеджера."
msg_00886,conv_0179,2026-06-06 15:28:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00887,conv_0179,2026-06-06 15:30:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00552,conv_0113,2026-06-06 16:06:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Kia K5."
msg_00553,conv_0113,2026-06-06 16:09:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00554,conv_0113,2026-06-06 16:26:00,incoming,client,"Хорошо, жду менеджера."
msg_00555,conv_0113,2026-06-06 16:28:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00430,conv_0088,2026-06-06 16:41:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Hyundai Santa Fe."
msg_00431,conv_0088,2026-06-06 16:44:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00432,conv_0088,2026-06-06 17:01:00,incoming,client,"Отлично, тогда на связи."
msg_00433,conv_0088,2026-06-06 17:03:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00193,conv_0039,2026-06-06 18:30:00,incoming,client,"Здравствуйте. Нужно записаться на PPF elements, машина Lexus RX."
msg_00194,conv_0039,2026-06-06 18:33:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00195,conv_0039,2026-06-06 18:50:00,incoming,client,"Понял, спасибо."
msg_00196,conv_0039,2026-06-06 18:52:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00688,conv_0140,2026-06-07 09:40:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Hyundai Santa Fe?
msg_00689,conv_0140,2026-06-07 09:43:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00690,conv_0140,2026-06-07 10:00:00,incoming,client,"Отлично, тогда на связи."
msg_00691,conv_0140,2026-06-07 10:02:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00692,conv_0140,2026-06-07 10:04:00,incoming,client,"Отлично, тогда на связи."
msg_00592,conv_0121,2026-06-07 10:05:00,incoming,client,Добрый день. Сколько примерно стоит Window tinting на Volkswagen Tiguan?
msg_00693,conv_0140,2026-06-07 10:06:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00593,conv_0121,2026-06-07 10:08:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00594,conv_0121,2026-06-07 10:25:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00595,conv_0121,2026-06-07 10:27:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00596,conv_0121,2026-06-07 10:29:00,incoming,client,"Хорошо, жду менеджера."
msg_00597,conv_0121,2026-06-07 10:31:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00569,conv_0117,2026-06-07 11:36:00,incoming,client,Добрый день. Сколько примерно стоит Window tinting на Audi A6?
msg_00570,conv_0117,2026-06-07 11:39:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00571,conv_0117,2026-06-07 11:56:00,incoming,client,"Понял, спасибо."
msg_00572,conv_0117,2026-06-07 11:58:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00573,conv_0117,2026-06-07 12:00:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00574,conv_0117,2026-06-07 12:02:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00677,conv_0138,2026-06-07 12:06:00,incoming,client,Добрый день. Сколько примерно стоит Paint correction на Tesla Model 3?
msg_00678,conv_0138,2026-06-07 12:09:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_01125,conv_0229,2026-06-07 12:18:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01126,conv_0229,2026-06-07 12:21:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_00679,conv_0138,2026-06-07 12:26:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00680,conv_0138,2026-06-07 12:28:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00681,conv_0138,2026-06-07 12:30:00,incoming,client,"Хорошо, жду менеджера."
msg_00682,conv_0138,2026-06-07 12:32:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_01127,conv_0229,2026-06-07 12:38:00,incoming,client,"Хорошо, жду менеджера."
msg_01128,conv_0229,2026-06-07 12:40:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_01129,conv_0229,2026-06-07 12:42:00,incoming,client,"Отлично, тогда на связи."
msg_01130,conv_0229,2026-06-07 12:44:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00507,conv_0104,2026-06-07 13:06:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Porsche Macan."
msg_00508,conv_0104,2026-06-07 13:09:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00509,conv_0104,2026-06-07 13:26:00,incoming,client,"Хорошо, жду менеджера."
msg_00652,conv_0133,2026-06-07 13:26:00,incoming,client,Добрый день. Сколько примерно стоит Paint correction на Kia K5?
msg_00510,conv_0104,2026-06-07 13:28:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00653,conv_0133,2026-06-07 13:29:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00962,conv_0195,2026-06-07 13:36:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00963,conv_0195,2026-06-07 13:39:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00654,conv_0133,2026-06-07 13:46:00,incoming,client,"Хорошо, жду менеджера."
msg_00655,conv_0133,2026-06-07 13:48:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00656,conv_0133,2026-06-07 13:50:00,incoming,client,"Отлично, тогда на связи."
msg_00598,conv_0122,2026-06-07 13:52:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Mercedes-Benz E-Class?
msg_00657,conv_0133,2026-06-07 13:52:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00599,conv_0122,2026-06-07 13:55:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00964,conv_0195,2026-06-07 13:56:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00965,conv_0195,2026-06-07 13:58:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00966,conv_0195,2026-06-07 14:00:00,incoming,client,"Хорошо, жду менеджера."
msg_00600,conv_0122,2026-06-07 14:12:00,incoming,client,"Отлично, тогда на связи."
msg_00601,conv_0122,2026-06-07 14:14:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00602,conv_0122,2026-06-07 14:16:00,incoming,client,"Понял, спасибо."
msg_00603,conv_0122,2026-06-07 14:18:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00663,conv_0135,2026-06-07 14:51:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Toyota Camry?
msg_00664,conv_0135,2026-06-07 14:54:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00665,conv_0135,2026-06-07 15:11:00,incoming,client,"Хорошо, жду менеджера."
msg_00666,conv_0135,2026-06-07 15:13:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00667,conv_0135,2026-06-07 15:15:00,incoming,client,"Отлично, тогда на связи."
msg_00668,conv_0135,2026-06-07 15:17:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00641,conv_0131,2026-06-07 15:40:00,incoming,client,Добрый день. Сколько примерно стоит Chrome delete на Porsche Macan?
msg_00642,conv_0131,2026-06-07 15:43:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00643,conv_0131,2026-06-07 16:00:00,incoming,client,"Хорошо, жду менеджера."
msg_00644,conv_0131,2026-06-07 16:02:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00645,conv_0131,2026-06-07 16:04:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00982,conv_0199,2026-06-07 16:04:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00411,conv_0084,2026-06-07 16:05:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Kia K5."
msg_00646,conv_0131,2026-06-07 16:06:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00983,conv_0199,2026-06-07 16:07:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00412,conv_0084,2026-06-07 16:08:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00984,conv_0199,2026-06-07 16:24:00,incoming,client,"Отлично, тогда на связи."
msg_00413,conv_0084,2026-06-07 16:25:00,incoming,client,"Отлично, тогда на связи."
msg_00985,conv_0199,2026-06-07 16:26:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00414,conv_0084,2026-06-07 16:27:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00415,conv_0084,2026-06-07 16:29:00,incoming,client,"Отлично, тогда на связи."
msg_00416,conv_0084,2026-06-07 16:31:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00473,conv_0097,2026-06-07 19:26:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Honda Accord 8."
msg_00474,conv_0097,2026-06-07 19:29:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00475,conv_0097,2026-06-07 19:46:00,incoming,client,"Хорошо, жду менеджера."
msg_00476,conv_0097,2026-06-07 19:48:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00341,conv_0069,2026-06-08 09:39:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Lexus RX."
msg_00342,conv_0069,2026-06-08 09:42:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00343,conv_0069,2026-06-08 09:59:00,incoming,client,"Понял, спасибо."
msg_00344,conv_0069,2026-06-08 10:01:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00711,conv_0145,2026-06-08 10:49:00,incoming,client,Добрый день. Сколько примерно стоит Window tinting на Tesla Model 3?
msg_00712,conv_0145,2026-06-08 10:52:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00713,conv_0145,2026-06-08 11:09:00,incoming,client,"Отлично, тогда на связи."
msg_00714,conv_0145,2026-06-08 11:11:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00715,conv_0145,2026-06-08 11:13:00,incoming,client,"Хорошо, жду менеджера."
msg_00716,conv_0145,2026-06-08 11:15:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00440,conv_0090,2026-06-08 11:44:00,incoming,client,"Здравствуйте. Нужно записаться на Window tinting, машина Porsche Macan."
msg_00441,conv_0090,2026-06-08 11:47:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00133,conv_0027,2026-06-08 11:49:00,incoming,client,"Здравствуйте. Нужно записаться на Paint correction, машина Porsche Macan."
msg_00134,conv_0027,2026-06-08 11:52:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00442,conv_0090,2026-06-08 12:04:00,incoming,client,"Отлично, тогда на связи."
msg_00443,conv_0090,2026-06-08 12:06:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00135,conv_0027,2026-06-08 12:09:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00136,conv_0027,2026-06-08 12:11:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00137,conv_0027,2026-06-08 12:13:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00297,conv_0060,2026-06-08 13:43:00,incoming,client,"Здравствуйте. Нужно записаться на Paint correction, машина Hyundai Santa Fe."
msg_00298,conv_0060,2026-06-08 13:46:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00262,conv_0053,2026-06-08 13:51:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Volkswagen Tiguan."
msg_00263,conv_0053,2026-06-08 13:54:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00901,conv_0183,2026-06-08 14:00:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00299,conv_0060,2026-06-08 14:03:00,incoming,client,"Понял, спасибо."
msg_00902,conv_0183,2026-06-08 14:03:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00300,conv_0060,2026-06-08 14:05:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00301,conv_0060,2026-06-08 14:07:00,incoming,client,"Отлично, тогда на связи."
msg_00302,conv_0060,2026-06-08 14:09:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00264,conv_0053,2026-06-08 14:11:00,incoming,client,"Хорошо, жду менеджера."
msg_00265,conv_0053,2026-06-08 14:13:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_01166,conv_0237,2026-06-08 14:13:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_00266,conv_0053,2026-06-08 14:15:00,incoming,client,"Хорошо, жду менеджера."
msg_01167,conv_0237,2026-06-08 14:16:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_00267,conv_0053,2026-06-08 14:17:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00903,conv_0183,2026-06-08 14:20:00,incoming,client,"Хорошо, жду менеджера."
msg_00904,conv_0183,2026-06-08 14:22:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_01168,conv_0237,2026-06-08 14:33:00,incoming,client,"Хорошо, жду менеджера."
msg_01169,conv_0237,2026-06-08 14:35:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01170,conv_0237,2026-06-08 14:37:00,incoming,client,"Хорошо, жду менеджера."
msg_01171,conv_0237,2026-06-08 14:39:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00802,conv_0163,2026-06-08 15:32:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Lexus RX?
msg_00803,conv_0163,2026-06-08 15:35:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00804,conv_0163,2026-06-08 15:52:00,incoming,client,"Понял, спасибо."
msg_00805,conv_0163,2026-06-08 15:54:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00806,conv_0163,2026-06-08 15:56:00,incoming,client,"Понял, спасибо."
msg_00106,conv_0021,2026-06-08 16:39:00,incoming,client,"Здравствуйте. Нужно записаться на Paint correction, машина Mercedes-Benz E-Class."
msg_00395,conv_0081,2026-06-08 16:40:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Volkswagen Tiguan."
msg_00107,conv_0021,2026-06-08 16:42:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00396,conv_0081,2026-06-08 16:43:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00108,conv_0021,2026-06-08 16:59:00,incoming,client,"Отлично, тогда на связи."
msg_00397,conv_0081,2026-06-08 17:00:00,incoming,client,"Понял, спасибо."
msg_00109,conv_0021,2026-06-08 17:01:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00398,conv_0081,2026-06-08 17:02:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00110,conv_0021,2026-06-08 17:03:00,incoming,client,"Понял, спасибо."
msg_00835,conv_0169,2026-06-08 18:18:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Range Rover Sport?
msg_00836,conv_0169,2026-06-08 18:21:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00717,conv_0146,2026-06-08 18:32:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Hyundai Santa Fe?
msg_00718,conv_0146,2026-06-08 18:35:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00837,conv_0169,2026-06-08 18:38:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00838,conv_0169,2026-06-08 18:40:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00719,conv_0146,2026-06-08 18:52:00,incoming,client,"Понял, спасибо."
msg_00720,conv_0146,2026-06-08 18:54:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00839,conv_0170,2026-06-08 18:54:00,incoming,client,Добрый день. Сколько примерно стоит Full PPF wrap на Mazda CX-5?
msg_00721,conv_0146,2026-06-08 18:56:00,incoming,client,"Понял, спасибо."
msg_00840,conv_0170,2026-06-08 18:57:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00722,conv_0146,2026-06-08 18:58:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00841,conv_0170,2026-06-08 19:14:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00842,conv_0170,2026-06-08 19:16:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00843,conv_0170,2026-06-08 19:18:00,incoming,client,"Понял, спасибо."
msg_01046,conv_0213,2026-06-09 09:02:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_01047,conv_0213,2026-06-09 09:05:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_01048,conv_0213,2026-06-09 09:22:00,incoming,client,"Отлично, тогда на связи."
msg_01049,conv_0213,2026-06-09 09:24:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01050,conv_0213,2026-06-09 09:26:00,incoming,client,"Понял, спасибо."
msg_00284,conv_0057,2026-06-09 09:47:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Geely Monjaro."
msg_00285,conv_0057,2026-06-09 09:50:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00286,conv_0057,2026-06-09 10:07:00,incoming,client,"Отлично, тогда на связи."
msg_00287,conv_0057,2026-06-09 10:09:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_01110,conv_0226,2026-06-09 11:13:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01111,conv_0226,2026-06-09 11:16:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_01112,conv_0226,2026-06-09 11:33:00,incoming,client,"Хорошо, жду менеджера."
msg_01113,conv_0226,2026-06-09 11:35:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01114,conv_0226,2026-06-09 11:37:00,incoming,client,"Хорошо, жду менеджера."
msg_01115,conv_0226,2026-06-09 11:39:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00153,conv_0031,2026-06-09 12:39:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Porsche Macan."
msg_00154,conv_0031,2026-06-09 12:42:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00155,conv_0031,2026-06-09 12:59:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00225,conv_0046,2026-06-09 13:00:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Mercedes-Benz E-Class."
msg_00156,conv_0031,2026-06-09 13:01:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00157,conv_0031,2026-06-09 13:03:00,incoming,client,"Отлично, тогда на связи."
msg_00226,conv_0046,2026-06-09 13:03:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00158,conv_0031,2026-06-09 13:05:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00227,conv_0046,2026-06-09 13:20:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00228,conv_0046,2026-06-09 13:22:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00345,conv_0070,2026-06-09 14:26:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Mazda CX-5."
msg_00346,conv_0070,2026-06-09 14:29:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00347,conv_0070,2026-06-09 14:46:00,incoming,client,"Понял, спасибо."
msg_00348,conv_0070,2026-06-09 14:48:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00349,conv_0070,2026-06-09 14:50:00,incoming,client,"Хорошо, жду менеджера."
msg_00174,conv_0035,2026-06-09 15:04:00,incoming,client,"Здравствуйте. Нужно записаться на Window tinting, машина Mercedes-Benz E-Class."
msg_00175,conv_0035,2026-06-09 15:07:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00813,conv_0165,2026-06-09 15:12:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Audi A6?
msg_00814,conv_0165,2026-06-09 15:15:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00176,conv_0035,2026-06-09 15:24:00,incoming,client,"Понял, спасибо."
msg_00177,conv_0035,2026-06-09 15:26:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00815,conv_0165,2026-06-09 15:32:00,incoming,client,"Понял, спасибо."
msg_00816,conv_0165,2026-06-09 15:34:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00817,conv_0165,2026-06-09 15:36:00,incoming,client,"Отлично, тогда на связи."
msg_00932,conv_0189,2026-06-09 16:18:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00933,conv_0189,2026-06-09 16:21:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00934,conv_0189,2026-06-09 16:38:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00935,conv_0189,2026-06-09 16:40:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00936,conv_0189,2026-06-09 16:42:00,incoming,client,"Отлично, тогда на связи."
msg_00937,conv_0189,2026-06-09 16:44:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00844,conv_0171,2026-06-09 16:56:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Hyundai Santa Fe?
msg_00845,conv_0171,2026-06-09 16:59:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00846,conv_0171,2026-06-09 17:16:00,incoming,client,"Хорошо, жду менеджера."
msg_00847,conv_0171,2026-06-09 17:18:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00848,conv_0171,2026-06-09 17:20:00,incoming,client,"Хорошо, жду менеджера."
msg_00849,conv_0171,2026-06-09 17:22:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00330,conv_0067,2026-06-09 18:46:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Mazda CX-5."
msg_00331,conv_0067,2026-06-09 18:49:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00168,conv_0034,2026-06-09 19:00:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Skoda Octavia."
msg_00169,conv_0034,2026-06-09 19:03:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00332,conv_0067,2026-06-09 19:06:00,incoming,client,"Отлично, тогда на связи."
msg_00333,conv_0067,2026-06-09 19:08:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00334,conv_0067,2026-06-09 19:10:00,incoming,client,"Понял, спасибо."
msg_00335,conv_0067,2026-06-09 19:12:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00170,conv_0034,2026-06-09 19:20:00,incoming,client,"Хорошо, жду менеджера."
msg_00171,conv_0034,2026-06-09 19:22:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00172,conv_0034,2026-06-09 19:24:00,incoming,client,"Отлично, тогда на связи."
msg_00173,conv_0034,2026-06-09 19:26:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00497,conv_0102,2026-06-10 10:43:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Honda Accord 8."
msg_00498,conv_0102,2026-06-10 10:46:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
